PIP CODE,CAV CODE,PRODUCT DESCRIPTION,PACK SIZE,CATEGORY
6800387,MODUL,MODULEN IBD POWDER ,400G,PI
8383218,MYLIF6,MYLIFE CLICKFINE 6MM ,100,PI
8383200,MYLIF8,MYLIFE CLICKFINE 8MM ,100,PI
8155699,MYLTS50,MYLIFE PURA T/STRIPS ,50,PI
7025406,NAR6,NARAMIG TABS 2.5MG,6,PI
8153694,NASOSP,NASOFAN NASAL SPRAY 50MCG,150DS,PI
8125825,NAS140,NASONEX NASAL SPRAY  140D,1,PI
7026503,NEB528,NEBILET TABS 5MG,28,PI
8154775,NEO400,NEOCATE LCP 400G,1,PI
8121220,NEU228,NEUPRO PATCHES  2MG,28,PI
8121238,NEU424,NEUPRO PATCHES  4MG,28,PI
8121246,NEU624,NEUPRO PATCHES  6MG,28,PI
8121279,NEU824,NEUPRO PATCHES  8MG,28,PI
8125635,NVS5,NEVANAC SUSPENSION 5ML,1,PI
8125502,NEXS10,NEXIUM GRANULES SACHETS 10MG,28,PI
8427775,NEX20,NEXIUM TABS 20MG,28,PI
6329825,NEX40,NEXIUM TABS 40MG,28,PI
8126120,NIF10,NIFEDIPINE CAP 10MG,90,PI
8388472,NOZI25,NOZINAN AMP  25MG/L,10,PI
6819452,NUTR,NUTRAMIGEN 1 LGG ,400G,PI
8127185,NUT2400,NUTRAMIGEN 2 LGG ,400G,PI
8161531,NUTENEPI,NUTRINI ENERGY ,500ML,PI
8161523,NUENEPI,NUTRINI ENERGY MULTI FIBRE ,500ML,PI
8456196,NUTORPI,NUTRINI LIQ ORIGINAL ,500ML,PI
8161267,NUTMFPPI,NUTRINI MULTI FIBRE PACK ,500ML,PI
8385783,NUT120PI,NUTRISON 1200 COMPLETE MF  ,1000ML,PI
8124067,NUTRVA,NUTRISON ENERGY M/F VANILLA 200ML,1,PI
8161317,NUTEMFPI,NUTRISON ENERGY MF PACK ,1000ML,PI
8161549,NUTEPAPI,NUTRISON ENERGY PACK ,500ML,PI
8161275,NUTMFPI,NUTRISON MULTI FIBRE ,1500ML,PI
7027170,NUT1000,NUTRISON PACK ENERGY ,1000ML,PI
8161333,NUTSOYPI,NUTRISON PACK SOYA ,1000ML,PI
8161374,NUT500PI,NUTRISON STANDARD PACK ,500ML,PI
7026099,OES80,OESTROGEL (REBOXED) ,80G,PI
8094112,OLM10,OLMETEC TABS  10MG,28,PI
8150302,OLSALA,OLSALAZINE SODIUM 500MG TAB  500MG,60,PI
8071607,OMACAP,OMACOR CAPS 1000MG,28,PI
8437188,ONB150,ONBREZ BREEZHALER 150MCG,30,PI
8131534,ONET0.4,ONE TOUCH ULTRASOFT 28G X 0.4 ,100,PI
6332357,OTVERI,ONE TOUCH VERIO T/STRIP ,50,PI
6347827,ONG2.5,ONGLYZA TAB 2.5MG,28,PI
6839278,ONGLY5,ONGLYZA TAB 5MG,30,PI
8410821,ONG528,ONGLYZA TAB 5MG,28,PI
8387557,OPPOST,OPSITE POST OP DRSG 8.5X9.5CM,20,PI
8128795,OPTFUS,OPTIVE FUSION EYE DROPS 10ML,1,PI
8456550,OPTEYE,OPTIVE LUBRICANT EYE DROP 10ML,1,PI
8126211,OPTPLUS,OPTIVE PLUS EYE DROP 10ML,1,PI
7031230,ORAP4,ORAP TABS 4MG,20,PI
8427890,OVECRM,OVESTIN CREAM 0.1%,15G,PI
7120280,OXIS12,OXIS TURBOHALER  12MCG,60DOSE,PI
7102239,OXIS6,OXIS TURBOHALER  6MCG,60DOSE,PI
8157455,OXY40,OXYCONTIN TABS 40MG,56,PI
8457798,OXY80,OXYCONTIN TABS 80MG,56,PI
8417313,PARI10,PARIET TAB 10MG,28,PI
7026420,PARI20,PARIET TAB 20MG,28,PI
6324255,PENT01,PENTASA SR TABS 500MG,100,PI
8092009,PHENSO100,PHENYTOIN SODIUM CAP 100MG,100,PI
7145485,PLAVIX,PLAVIX TABS  75MG,28,PI
8119877,PRIM83,PRIMAPORE DRSG 8.3X6CM,50,PI
8389611,PROC5,PROCORALAN TAB 5MG,56,PI
6293468,PRO0.5,PROGRAF CAPS 0.5MG,30,PI
7102361,PROG1,PROGRAF CAPS 1MG,60,PI
6816607,PROGYN,PROGYNOVA TABS 1MG,84(3X28),PI
6816599,PROGY2,PROGYNOVA TABS 2MG,84,PI
7039852,PROSS5,PROSCAR TABS 5MG,28,PI
8009516,OPSP115,PROSHIELD + SKIN PROT GEL SL 115G,1,PI
8001125,PSF235     ,PROSHIELD FOAM SPRAY CLEAN 235ML,1,PI
8454241,PSP115,PROSHIELD PLUS SKIN PROTECTIVE 115G,1,PI
8154502,PRO11.25,PROSTAP SR DCS 11.25MG,1ML,PI
6803894,PRO375,PROSTAP SR DCS 3.75MG,1ML,PI
8156952,PROV109,PROVERA TABS 10MG,90,PI
7096670,PUL0.5,PULMICORT RESP 0.5MG/2ML,20,PI
7042583,PUL200,PULMICORT TURBO 200MCG,100DOSE,PI
8142846,PUT400,PULMICORT TURBOHALER   400,50DOSE,PI
8120024,QVAR,QVAR AUTOHALER 100MCG,200DOSE,PI
8403198,QVAR50PI,QVAR INH 50MCG,200DOSE,PI
8120016,QPB100,QVAR INHALER          100MCG,200DOSE,PI
8107112,RAN375,RANEXA TAB 375MG,60,PI
8107120,RAN500,RANEXA TAB 500MG,60,PI
8107153,RAN750,RANEXA TAB 750MG,60,PI
8161093,RASILEZ,RASILEZ TABS 150MG,28,PI
8457756,RAS300,RASILEZ TABS 300MG,28,PI
8457004,REGU20,REGURIN TABS 20MG,60,PI
8464166,REGXL,REGURIN XL CAPS 60MG,28,PI
6802466,RELTAB,RELPAX TAB 40MG,6,PI
6839286,REL184,RELVAR ELLIPTA  184/22MCG,1,PI
8452567,REQXL8,REQUIP XL TABS 8MG,28,PI
8125221,RESOL2,RESOLOR TAB  2MG,28,PI
6839476,RINSPR,RINATEC NASAL SPRAY 15ML,1,PI
7155526,RISLIQ,RISPERDAL LIQUID 1MG/ML,100ML,PI
8414930,ROZGL30,ROZEX GEL 0.75% 30G,1,PI
8160798,SAL100,SALAMOL E/B CFC FREE  100MCG,1,PI
8158727,SCANPO,SCANPOR SURG ADH TAPE 2.5CM5M,1,PI
8004905,SCOPAT,SCOPODERM PATCH 1.5MG,2,PI
8123952,SEL200,SELEXID TAB 200MG,10,PI
7022767,SER250,SERETIDE ACCUHALER 250MCG,60DOSE,PI
7023369,SER500,SERETIDE ACCUHALER 500MCG,60DOSE,PI
6289177,SEREVO,SERETIDE EVOHALER  125MCG,120DOSE,PI
6289219,SEREV2,SERETIDE EVOHALER  250MCG,120DOSE,PI
7054752,SERACU,SEREVENT ACCUHALER  50MCG ,60DOSE,PI
6827018,SER120,SEREVENT EVOHALER  25MCG,120DOSE,PI
7026263,SERO20,SEROQUEL TABS  200MG,60,PI
7026271,SER256,SEROQUEL TABS  25MG,60,PI
7124282,SERO10,SEROQUEL TABS 100MG,60,PI
8094799,SINMET,SINEMET (HALF) C/R TABS ,60,PI
8385916,SIN275100,SINEMET 25/250MG TABS 275MG,100,PI
7031594,SIN100,SINEMET PLUS TAB 25/100MG,100,PI
7027113,SING1,SINGULAIR TABS  10MG,28,PI
8458598,SINTH,SINTHROME TABS 1MG,100,PI
6326599,SIT100,SITAGLIPTIN TAB 100MG,28,PI
6350862,SIT25,SITAGLIPTIN TAB 25MG,28,PI
6350912,SIT50,SITAGLIPTIN TAB 50MG,28,PI
6833131,SOL400,SOLIAN TAB  400MG,60,PI
8076598,PISORR40,SORBSAN RIBBON 40CM,5,PI
8148512,SPFORTE,SPASMONAL FORTE CAP 120MG,60,PI
6832364,SPI30,SPIRIVA COMBOPACK CAPS 18MCG,30,PI
6839328,STALEV,STALEVO TAB 100/25/ 200MG,100,PI
8111361,STA125,STALEVO TAB 125/31.25/200MG,100,PI
6839336,STAV150,STALEVO TAB 150/37.5/200MG,100,PI
8383960,STA50,STALEVO TAB 50/12.5/200MG,100,PI
8452328,SNEB2.5,STERI-NEB SALINE AMP 2.5ML,20,PI
8465106,SUB228,SUBOXONE TAB 2MG,28,PI
8121527,SUB828,SUBOXONE TAB 8MG,28,PI
8096513,SYSTUL,SYSTANE EYE DROPS ULTRA 10ML,1,PI
8102477,TAN10,TANATRIL TABS 10MG,28,PI
6290621,TARG40,TARGINACT TABS 40MG,56,PI
8110975,TEGF10X11,TEGADERM FOAM DRSG 90611 10X11CM,10,PI
7026834,TEGLIQ,TEGRETOL LIQUID 100MG/5ML,250ML,PI
7124217,TEG200,TEGRETOL PR TAB 200MG,50,PI
8423105,TEG400,TEGRETOL PR TABS  400MG,60,PI
7055437,TEGCR,TEGRETOL RETARD TABS  400MG,30,PI
8419640,TEL120,TELFAST TABS 120MG,30,PI
8137887,TELF180,TELFAST TABS 180MG,30,PI
6839591,TENO50,TENORMIN LS TABS 50MG,28,PI
8076531,THEA10,THEALOZ DUO EYE DROPS 10ML,1,PI
6291470,THICK1,THICK & EASY RAPID THICKENER ,225G,PI
8140287,TIOGEL,TIOPEX EYE GEL 0.4G,30,PI
7023724,TOP25,TOPAMAX TABS  25MG,60,PI
7024151,TOP50,TOPAMAX TABS  50MG,60,PI
7126204,TOP100,TOPAMAX TABS 100MG,60,PI
7026990,TOP200,TOPAMAX TABS 200MG,60,PI
8113060,TOVIA4,TOVIAZ TAB 4MG,30,PI
8125742,TRAJ5,TRAJENTA TABS 5MG,30,PI
6839690,TRAJE5,TRAJENTA TABS 5MG,28,PI
8136913,TRA10,TRANSIDERM NITRO 10 PATCH ,30,PI
8136939,TRA5,TRANSIDERM NITRO 5 PATCH ,30,PI
8388514,TRCY10,TRANYLCYPROMINE TAB 10MG,28,PI
6291546,TRAVAE,TRAVATAN EYE DROPS 2.5ML,1,PI
6287973,TRI300,TRILEPTAL TABS 300MG,50,PI
6287965,TRI600,TRILEPTAL TABS 600MG,50,PI
6291645,TRIM50,TRIMIPRAMINE CAP 50MG,28,PI
8152738,TRITAB,TRIMIPRAMINE TAB  25MG,100,PI
8382913,TRIMIP,TRIMIPRAMINE TAB 10MG,25,PI
6839310,TRI2550,TRIMIPRAMINE TAB 25MG,50,PI
7042047,TROSYL,TROSYL NAIL SOLUTION  ,12ML,PI
7024185,TRUSPT,TRUSOPT SOLUTION 5ML,1,PI
6350961,UNIF5311,UNIFINE PENTIPS 5MM 31G,100,PI
6806863,UNIFIN,UNIFINE PENTIPS 8MM 31G,100,PI
8131039,URI200,URISPAS TABS 200MG,90,PI
8135584,URS60,URSOFALK CAPS 250MG,60,PI
8145914,URS500,URSOFALK TABS 500MG,100,PI
8017022,VENEVO,VENTOLIN EVOHALER 100MCG,1,PI
6839369,VERSA5,VERSATIS 5% MED PLAS ,30,PI
6324313,VESI10,VESICARE TABS  10MG,30,PI
6324396,VESICR,VESICARE TABS  5MG,30,PI
8414435,VESTAB,VESOMNI TABS  6+0.4MG,30,PI
8156259,VIBRAM,VIBRAMYCIN D TABS 100MG,8,PI
8386492,VIM100PI,VIMPAT TAB 100MG,56,PI
6311658,VIM156PI,VIMPAT TAB 150MG,56,PI
8449316,VIM200,VIMPAT TAB 200MG,56,PI
8125759,VIP12.5,VIPIDIA TAB 12.5MG,28,PI
8125973,VPTAB25,VIPIDIA TAB 25MG,28,PI
8125858,VIP6.25,VIPIDIA TAB 6.25MG,28,PI
7028970,VOL100,VOLTAROL EMUGEL  ,100G,PI
6335947,VOLRAP,VOLTAROL RAPID TABS 50MG,30,PI
6332829,XALEYD,XALATAN EYE DROPS (AMBI) 2.5ML,1,PI
7029895,XATXL,XATRAL XL TABS 10MG,30,PI
6839716,XIGTAB5,XIGDUO TAB  5/1000MG,56,PI
8388407,YAS321,YASMIN TABS 3X21  ,63,PI
8134926,YELDRO5,YELLOX LIQ ,5ML,PI
8135147,ZAM100,ZAMADOL SR CAP 100MG,60,PI
8135105,ZAM150,ZAMADOL SR CAP 150MG,60,PI
8135014,ZAM200,ZAMADOL SR CAP 200MG,60,PI
8094161,ZEF128,ZEFFIX TABS 100MG,28,PI
7055411,ZESTOR,ZESTORETIC TAB 20/12.5MG,28,PI
8142234,ZIR10,ZIRTEK TABS 10MG,30,PI
7055403,ZOC28,ZOCOR TABS 10MG,28,PI
7031289,ZOC20,ZOCOR TABS 20MG,28,PI
8450124,ZOFM4,ZOFRAN MELT TABS 4MG,10,PI
6810618,ZON25,ZONEGRAN CAP 25MG,14,PI
8011215,ZUMTAB2,ZUMENON TAB 2MG,84,PI
8121006,ZUMTAB1,ZUMENON TABS 1MG,84,PI
7096696,ZYP10,ZYPREXA TABS 10MG,28,PI
7102734,ZYP2.5,ZYPREXA TABS 2.5MG,28,PI
7096704,ZYP5,ZYPREXA TABS 5MG,28,PI
7027733,ZYPV10,ZYPREXA VELOTABS 10MG,28,PI
6332258,ZYPV15,ZYPREXA VELOTABS 15MG,28,PI
8427916,ZYPV20,ZYPREXA VELOTABS 20MG,28,PI
7027741,ZYPV5,ZYPREXA VELOTABS 5MG,28,PI
3140894,ACTC126,Actico Coh S/S Bndg 12cm x 6m,1,SURGICAL
3140886,ACTC86,Actico Coh S/S Bndg 8cm x 6m,1,SURGICAL
2715431,ACTCO1,Actico Cohesive Shortstre Bdge 10cm x 6m,1,SURGICAL
2856573,ACFB5,Acti-Fast Blue 7.5cm x 5m,1,SURGICAL
2856623,ACFY5,Acti-Fast Yellow 10.75cm x 5m,1,SURGICAL
2070787,ALLH5,Allevyn Drsg Non/Adh DT 5cmsq,10,SURGICAL
2070811,ALL10,Allevyn Non-Adhesive Drsg 10 x 10cm,10,SURGICAL
2926350,AQUA05,Aquacel Ag Drsg S7505 5 x 5cm,10,SURGICAL
2926392,AQUA15,Aquacel Ag Drsg S7507 15 x 15cm,5,SURGICAL
2408540,AQU10,Aquacel Drsg S7501 10 x 10cm,10,SURGICAL
2408557,AQU15,Aquacel Drsg S7502 15 x 15cm,5,SURGICAL
3673290,AQEX10,Aquacel Extra 10cmsq,10,SURGICAL
3673308,AQEX15,Aquacel Extra 15cmsq,5,SURGICAL
3702784,AQUAFAD10,Aquacel F/Adh 420680 10cmsq,10,SURGICAL
2408565,AQUR,Aquacel Ribbon S7503 2 x 45cm,5,SURGICAL
2528966,CAVSB2,Cavilon Film No Sting 28ml,1,SURGICAL
2528958,CAVFA3,Cavilon Film No Sting 3ml,5,SURGICAL
2266203,COB104,Coban 1584L Bdge 10 x 6m,1,SURGICAL
8134231,COMFB5,Comfifast Bdge Blue - Alvita 7.5cm x 5m,1,SURGICAL
8134249,COMFY5,Comfifast Bdge Yellow - Alvita 10.75cm x 5m,1,SURGICAL
3264363,CREP10,Crepe Bdg BP - Alvita 10cm x 4.5m,1,SURGICAL
3264389,CREP5,Crepe Bdg BP - Alvita 5cm x 4.5m,1,SURGICAL
3010675,DRESIT,Dress IT Med/Lrg Sterile D/P ,10,SURGICAL
3243961,DRESML,Dress IT Sml/Med Sterile D/P ,10,SURGICAL
3254299,STERM,Dressing PK Ster SPEC10 - Alvita ,12,SURGICAL
3254307,STERV,Dressing PK Ster SPEC35 - Alvita ,12,SURGICAL
277897,DUO1,Duoderm Extra Thin S161 10 x 10cm,10,SURGICAL
277798,DUO,Duoderm X-Thin S160 7.5cmsq,5,SURGICAL
278150,DUOEXT10,Duoderm X-Thin S163 5cm x 10cm,10,SURGICAL
3432549,EPCR500,Epaderm Cream 500g,1,SURGICAL
3656444,GAUS1,Gauze Swab BP non-sterile 8 ply- Alvita 10cmsq,100,SURGICAL
6331615,LATNPL,Gloves Latex Powder Free NS Large,100,SURGICAL
6331649,LATNPM,Gloves Latex Powder Free NS Medium,100,SURGICAL
6331631,LATNPS,Gloves Latex Powder Free NS Small,100,SURGICAL
6331664,VINYLL,Gloves Vinyl Powder Free NS Large,100,SURGICAL
6331698,VINYLM,Gloves Vinyl Powder Free NS Medium,100,SURGICAL
3675410,GLULS50,Glucolab Glucose T/Strips ,50,SURGICAL
3552726,GLNTS50,Glucorx Nexus T/Strips ,50,SURGICAL
45351,GRAN6,Granuflex Border Drsg S156 10 x 10cm,10,SURGICAL
332668,ICTHOP,Ichthopaste Bdge 4959 7.5cm x 6m,1,SURGICAL
371195,INA5,Inadine Pov Drsg P01481 5 x 5cm,25,SURGICAL
371229,INAD9,Inadine Pov Drsg P01491 9.5 x 9.5cm,10,SURGICAL
251538,INST11,Instillagel 11ml,10,SURGICAL
251686,INST6,Instillagel 6ml,10,SURGICAL
2678043,INTCOM,Intrasite Conform Drsg 10 x 10 cm,10,SURGICAL
2102929,INTG8,Intrasite Gel 8gm 8g,10,SURGICAL
3137155,IRRIP,Irripod 0.9% Sod Chl Sol 20ml x 25,1,SURGICAL
278952,JEL10,Jelonet Ctn 7404 10 x 10cm,10,SURGICAL
344358,KB104,K-Band Conform Bdge 10cm x 4m,1,SURGICAL
344424,KB154,K-Band Conform Bdge 15cm x 4m,1,SURGICAL
2393643,KL1545,K-Lite Bdge Comp 2 15cm x 4.5m,1,SURGICAL
2393635,KL1045,K-Lite Light Support Bdge 10cm x 4.5m,1,SURGICAL
3257110,KL1052,K-lite Long 10cm x 5.25m,1,SURGICAL
2481232,KP1087,K-Plus Light Compression Bdge 10cm x 8.7m,1,SURGICAL
3257177,KSL142,K-Soft Long 10cm x 4.5m,1,SURGICAL
2668374,KS134,K-Soft Sub Wadding Bdge 10cm x 3.5m25g,1,SURGICAL
3413325,MEDI90G,Medi Derma S Barier Crm 90g,1,SURGICAL
2684793,MEF55,Mefix Adhesive Tape 310576 5cm x 5m,1,SURGICAL
2684801,MEF105,Mefix Adhesive Tape 311076 10cm x 5m,1,SURGICAL
4031589,MEPI1012,Mepilex Border 10 x 12.5cm,10,SURGICAL
4031571,MEPI775,Mepilex Border 7 x 7.5cm,10,SURGICAL
3390945,MEPB1720,Mepilex Brd Drsg 17 x 20cm,5,SURGICAL
4031621,MEPI1010,Mepilex Brd Lite 10 x 10.5cm,10,SURGICAL
4031639,MEPI1515,Mepilex Brd Lite 15 x 15cm,10,SURGICAL
3035565,MEPL68,Mepilex Lite 284000 6 x 8.5cm,5,SURGICAL
3035573,MEPL10,Mepilex Lite 284100 10 x 10cm,5,SURGICAL
3953346,MEPXT1516,Mepilex XT 211360 15 x 16cm,5,SURGICAL
3038932,MEPIT5,Mepitel Drsg 290500 5 x 7cm,5,SURGICAL
3038957,MEPI12,Mepitel Drsg 291000 12 x 15cm,5,SURGICAL
2842359,ME78,Mepore Adhesive Drsg 670700 7 x 8cm,55,SURGICAL
2842367,ME1014,Mepore Adhesive Drsg 671500 10 x 11cm,40,SURGICAL
2842375,ME1154,Mepore Adhesive Drsg 671600 11 x 15cm,40,SURGICAL
2553543,MESB10,Mesorb Abs Drsg 10 x 20cm,10,SURGICAL
2553550,MESB15,Mesorb Abs Drsg 15 x 20cm,10,SURGICAL
2553568,MESB25,Mesorb Abs Drsg 20 x 25cm,10,SURGICAL
2553576,MESB20,Mesorb Abs Drsg 20 x 30cm,10,SURGICAL
2304509,BD5308,Microfine + Syr 0.5ML + NDL 8mm 30g,100,SURGICAL
178160,MIC125,Micropore Tape 1.25cm x 5m,1,SURGICAL
178178,MIC250,Micropore Tape 2.5cm x 5m,1,SURGICAL
178186,MIC5,Micropore Tape 5cm x 5m,1,SURGICAL
3503174,MLUTS50,Mylife Pura T/Strips ,50,SURGICAL
2304095,NADRU,Na Ultra Drsg 9.5 x 9.5cm,40,SURGICAL
3369170,NUITML,Nurse IT Drssg PK - Alvita M/L,10,SURGICAL
3512407,NUITSM,Nurse IT Drssg PK - Alvita S/M,10,SURGICAL
3078532,MWMPFS,Peak Flow Meter Miniwright Standard,1,SURGICAL
2461663,PROF1,Profore 1 Latex-Free 10cm x 3.5 m,1,SURGICAL
3222700,PROF1L,Profore 1 Latex-Free 10cm x 3.5m,1,SURGICAL
2585750,PROF2,Profore 2 Soffcrepe 10cm x 4.5m,1,SURGICAL
3222726,PROF3L,Profore 3 Latex-Free 10cm x 8.7m,1,SURGICAL
2461671,PROF4,Profore 4 Co-Plus 10cm x 2.5 m,1,SURGICAL
113407,SCA2,Scanpor Surgic Adh Tape 2.5cm x 5m,1,SURGICAL
3674546,SHARPB,Sharpsguard Bin Yellow - Alvita 1Ltr,1,SURGICAL
35212,SORR40,Sorbsan Ribbon 1412 40cm,5,SURGICAL
420992,JJTS75,Topper 8 Swab Sterile P55552 7.5cmsq,20X5,SURGICAL
2555811,TUBF5B,Tubifast Blue 7.5cm x 5m,1,SURGICAL
2555829,TUBFY5,Tubifast Yellow 10.75cm x 5m,1,SURGICAL
293472,TUB1D,Tubigrip D 1522 Bdg 1m,1,SURGICAL
489971,TUB1E,Tubigrip E 1528 Bdg 1m,1,SURGICAL
293480,TUB1F,Tubigrip F 1523 Bdg 1m,1,SURGICAL
293498,TUB1G,Tubigrip G 1524 Bdg 1m,1,SURGICAL
707919,URIND84,Uriplan Night Bag D8420 2Ltr,10,SURGICAL
332734,VISCOP,Viscopaste Bdge 4948 7.5cm x 6m,1,SURGICAL
3401619,WJTS50D,Wavesense Jazz Test Strips ,50,SURGICAL
33787,ABIDROP,Abidec,25ml,P MEDS & GSL
1130392,ALMASPD32,Almus Aspirin Dispersible Tablets 300mg,32,P MEDS & GSL
1130400,ALMASPT32,Almus Aspirin Tablets 300mg,32,P MEDS & GSL
8161630,BECLOAQ200,Almus Beclometasone Nasal Spray,200ds,P MEDS & GSL
8142879,ALMCETT30,Almus Cetirizine Tablet 10mg,30,P MEDS & GSL
1130426,ALMCLO20,Almus Clotrimazole Cream 1% W/W,20g,P MEDS & GSL
1159359,ALMIBCO32,Almus Ibuprofen & Codeine Tablets,32,P MEDS & GSL
1149301,ALMLORT30,Almus Loratadine Tablets 10mg,30,P MEDS & GSL
1130541,ALPARCL500,Almus Paracetamol Caplets 500mg,32,P MEDS & GSL
8017774,ABFMA,Alvita Barrier Face Mask Adult,2,P MEDS & GSL
8017782,ABFMC,Alvita Barrier Face Mask Child,2,P MEDS & GSL
2490514,ANAEX32,Anadin Extra Tablets,32,P MEDS & GSL
2145647,ANUS15,Anusol Plus HC Ointment,15g,P MEDS & GSL
3709227,AVEENO500,Aveeno Moisturising Lotion ,500ml,P MEDS & GSL
3272911,AVEESRBL20,Aveeno Skin Relief Body Lotion ,200ml,P MEDS & GSL
2151587,BAZUKA5,Bazuka Gel ,5g,P MEDS & GSL
2921062,BECON100,Beconase Nasal Spray,100ds,P MEDS & GSL
2149839,BECSP180,Beconase Nasal Spray,180ds,P MEDS & GSL
3141611,BENADRYL12,Benadryl Allergy Relief Capsules 8mg ,12,P MEDS & GSL
3291556,BENCND150,Benylin Chesty Cough Syrup Non Drowsy,150ml,P MEDS & GSL
3252616,BENYCCS150,Benylin Chesty Cough Syrup Original,150ml,P MEDS & GSL
3474715,BENCHI125,Benylin Children's Chesty Cough,125ml,P MEDS & GSL
3897212,BENDCSY150,Benylin Dry Cough Syrup,150ml,P MEDS & GSL
3035938,BIOFR110,Biofreeze Pain Relief Gel Tube,118g,P MEDS & GSL
368357,BONJELA15,Bonjela,15g,P MEDS & GSL
3864212,BRONSYR200,Bronchostop Cough Syrup ,200ml,P MEDS & GSL
3531738,BUSCOP20,Buscopan Cramps Tablets,20,P MEDS & GSL
3120383,BUSIBS20,Buscopan IBS Relief Tablets,20,P MEDS & GSL
1133727,ALMCALA,Calamine Lotion ,200ml,P MEDS & GSL
3590833,CALINFS100,Calpol Infant Sugar Free And Colour Free ,100ml,P MEDS & GSL
3143823,CALPINFSUS,Calpol Infant Suspension ,100ml,P MEDS & GSL
3222536,CALINSFS200,Calpol Infant Suspension ,200ml,P MEDS & GSL
3145869,CALPINFSF,Calpol Infant Suspension Sugar Free ,100ml,P MEDS & GSL
3148533,CALINSF200,Calpol Infant Suspension Sugar Free ,200ml,P MEDS & GSL
3287281,CAL6PL200,Calpol Six Plus Sugar Free,200ml,P MEDS & GSL
2114262,CALP6+SF,Calpol Six Plus Sugar Free ,100ml,P MEDS & GSL
349175,CANESCR20,Canestan Cream 1%,20g,P MEDS & GSL
2391449,CANESHC15,Canesten Hydrocortisone,15g,P MEDS & GSL
3020328,CANORCR1,Canesten Oral & Cream Duo,1,P MEDS & GSL
2918738,CANORAL1,Canesten Oral Capsule,1,P MEDS & GSL
2635209,CANEST20,Canesten Thrush Cream,20g,P MEDS & GSL
3722428,AQCALACR,Care Calamine Aqueous Cream,100g,P MEDS & GSL
2764793,CLARTAB60,Clarityn Allergy Tablets,60,P MEDS & GSL
3066214,CLEARPREG1,Clearblue Digital Pregnancy Test Single,1,P MEDS & GSL
376392,COLPECAP,Colpermin Irritable IBS Capsules,100,P MEDS & GSL
469247,CORSOGEL50,Corsodyl Dental Gel 1% ,50g,P MEDS & GSL
3552460,CORSOALF,Corsodyl Mouthwash Alcohol Free ,300ml,P MEDS & GSL
948083,CORSOMIN,Corsodyl Mouthwash Mint ,300ml,P MEDS & GSL
322537,COVBRO150,Covonia Bronchial Balsam ,150ml,P MEDS & GSL
3263829,COVLINC150,Covonia Cough Linctus Dry & Tickly ,150ml,P MEDS & GSL
2451458,COVMEN150,Covonia Menthol Cough Mixture Expectorant ,150ml,P MEDS & GSL
2546521,CUPR96,Cuprofen Tablets 400mg ,96,P MEDS & GSL
2649465,CYSTCRAN6,Cystopurin Cranberry Sachets,6,P MEDS & GSL
2813202,DAKTCRM,Daktacort Hydrocortisone Cream,15g,P MEDS & GSL
384545,DAKGEL,Daktarin Oral Gel,15g,P MEDS & GSL
2881290,DNNURS24,Day & Night Nurse Capsules,24,P MEDS & GSL
76083,DAYNUR20,Day Nurse Capsules,20,P MEDS & GSL
2831527,DAYNLIQ,Day Nurse Liquid,240ml,P MEDS & GSL
3429529,DFREEZ150,Deep Freeze Cold Spray ,150ml,P MEDS & GSL
767079,DHMAX35,Deep Heat Maximum Strength,35g,P MEDS & GSL
3194057,DHEATPAT4,Deep Heat Patch,4,P MEDS & GSL
3431525,DHPAT2,Deep Heat Patch For Back Pain,2,P MEDS & GSL
177063,DHRUB67,Deep Heat Rub,67g,P MEDS & GSL
177071,DHEATR100,Deep Heat Rub ,100g,P MEDS & GSL
122929,DHSPR150,Deep Heat Spray ,150ml,P MEDS & GSL
822759,DIORBLK6,Dioralyte Sachets Blackcurrant,6,P MEDS & GSL
3227493,DULCT10,Dulcolax Suppositories,12,P MEDS & GSL
3120342,DULCO100,Dulcolax Tablets 5mg,100,P MEDS & GSL
2691,DULCO20,Dulcolax Tablets 5mg,20,P MEDS & GSL
80572,E45CR50,E45 Cream ,50g,P MEDS & GSL
198523,E45CRTUBE,E45 Cream Tub,125g,P MEDS & GSL
94474,EURAXCR30,Eurax Cream,30g,P MEDS & GSL
451567,EURAX100,Eurax Cream ,100g,P MEDS & GSL
2807071,FEVKOOL4,Fever Kool 'N' Soothe Sheets,4,P MEDS & GSL
3125655,FULLMS200,Full Marks Solution ,200ml,P MEDS & GSL
282608,FYBOG10,Fybogel Mebeverine,10,P MEDS & GSL
2954022,GAVIANI150,Gaviscon Advance Liquid Aniseed ,150ml,P MEDS & GSL
2922862,GAVIMINT,Gaviscon Advance Liquid Peppermint ,300ml,P MEDS & GSL
3561156,GAVIADTAB,Gaviscon Advance Peppermint Tablets,24,P MEDS & GSL
2922839,GAVIANI300,Gaviscon Advanced Liquid Aniseed ,300ml,P MEDS & GSL
3174174,HEDRI150,Hedrin 4% Head Lice Solution ,150ml,P MEDS & GSL
3174166,HEDRI450,Hedrin Lotion 4% ,50ml,P MEDS & GSL
2857050,IBUMAX50,Ibuleve Maximum Strength Gel ,50g,P MEDS & GSL
2641926,IMODIUM6,Imodium Capsules ,6,P MEDS & GSL
3723905,IMODINS12,Imodium Instant Melts ,12,P MEDS & GSL
2845774,IMODINST6,Imodium Instant Melts ,6,P MEDS & GSL
